Total_Visits_Last_Year,Avg_Session_Duration_Minutes,Total_Clicks_On_Ads,Credit_Score,Loyalty_Points,Avg_Discount_Used,Total_Refund_Amount,Monthly_Spending_Estimate,Shipping_Distance_KM,Complaints_Count,Preferred_Contact_Time,Customer_Tier,Communication_Preference,Favorite_Product_Category,Special_Notes
-13.67562286,-7.34080041,-0.343435706,-13.83693083,-2.43422389,9.454782839,,-4.458978155,-7.52794436,14.45110252,Afternoon,Platinum,,Electronics,Long-Term
1.392889527,-12.72130911,6.261792743,12.17186787,1.745881225,-2.940933705,-12.54395987,6.726881272,5.492100351,1.267574506,,Gold,,Clothing,
0.204929023,7.02931679,-0.047714107,-10.83769665,6.888139355,3.990151094,19.95354936,6.423336744,19.20336555,5.468031748,Evening,Gold,,Electronics,New Customer
-8.527261949,-8.700716508,-9.031377709,-9.837577889,-10.23208353,-7.936679064,8.150773326,-8.656506503,16.13797827,1.608467903,,Silver,,,New Customer
-8.080666925,8.237733331,16.87873384,3.658101161,10.96993701,-3.09003593,6.921397916,0.398378371,4.46457642,10.72161335,Morning,Platinum,SMS,Electronics,
-6.015841355,-3.833503587,-13.26520306,14.58229234,-4.612083866,11.49599461,3.568014896,-10.06011923,5.14890134,10.62962184,,Silver,SMS,Home,VIP
-5.401402855,5.324405153,-9.350588818,10.64070706,8.536776725,4.791339051,-2.327331741,-9.273859727,-6.293736072,-4.340003709,,Platinum,,,
-5.068878368,-12.86104861,0.031334867,-9.855922297,-7.206080657,-6.345229097,-5.123111578,8.976543409,-2.670758794,12.89144838,Morning,Silver,Email,Clothing,
-18.44790621,3.975001501,7.150008708,12.7208179,-8.851363893,-5.113874823,-13.31756303,-7.879804155,-19.23495966,1.792925988,Morning,Bronze,Email,Clothing,VIP
2.33561433,7.956891047,4.379902293,-16.81167705,13.85086727,-19.06189554,2.901214459,,8.877531551,16.19711348,,,SMS,Home,VIP
-3.659590278,19.47355511,-10.48622178,-12.82929547,-6.842860429,0.108215578,11.90922761,-6.663552476,-4.520876849,-0.534383194,Evening,Platinum,,Electronics,VIP
11.09743382,-7.462708296,-9.537575057,1.854647422,19.64525021,-10.01285497,9.05319441,6.517579812,-11.99208458,-7.348486588,Evening,Silver,,Sports,
3.599204649,-2.230978795,,,20.27665613,2.696194304,15.1691936,-17.08710552,17.00491679,-10.08069182,Evening,Platinum,,Clothing,
-0.099840212,0.335677457,1.833536526,-1.465448306,18.61561152,5.906815709,-8.782428036,,3.880392232,0.77482486,Evening,Gold,,Electronics,
8.644928682,-7.958142024,-28.14369363,6.496801003,5.563933671,,13.43004351,10.34476965,1.334693705,3.98443128,Evening,Platinum,Email,Beauty,New Customer
-6.217019627,15.12908135,-8.189149701,8.997043013,12.58629292,3.456161456,-13.60625975,2.032128427,-9.974346626,-2.736173233,,Silver,,Clothing,VIP
-11.66345263,8.145400237,8.845537504,-2.595684964,-641.7267991,-10.06196105,-0.450325992,-2.399540507,,-4.41242518,,Platinum,Email,Beauty,New Customer
1.122739699,167.1877529,-9.535202282,-1.514094058,-4.124915055,-11.87252113,0.392659958,-8.354239909,1.660553,6.537416846,Morning,Silver,SMS,Beauty,
,-22.18314959,-15.53721712,-7.832272658,610.5989388,-2.217140602,0.793425557,-11.70947642,3.815799086,-8.268144821,,Platinum,Phone,,
19.2226929,,-2.559815153,-2.739284852,13.55074879,-20.67605518,4.401008174,,3.416736272,0.518406121,Morning,,,Beauty,
11.86668665,1.865099669,-1.933568399,,0.25961248,13.09526557,4.379201982,,-21.48725101,-3.725025595,Afternoon,Silver,,Clothing,
,-11.2913796,5.864252314,7.119885204,1.763078628,14.76224568,-10.88153799,0.977552724,11.49199771,-12.1245624,,Bronze,Email,Electronics,
14.99051582,0.031980736,13.45098776,-4.168995424,10.8888981,-1.471764658,-16.26781773,-21.2169159,11.77008677,-18.20165215,,Platinum,,Home,VIP
-14.73570013,0.597523875,-6.939976942,11.27942814,0.75934059,21.93681026,-4.556881759,4.829248042,-3.268593616,-9.801004011,Morning,Silver,,Beauty,New Customer
-2.646814761,,16.51303697,-0.509832141,11.44045527,-17.89895338,-11.38780769,-3.299091275,2.967042077,25.6350191,Evening,Silver,,Home,VIP
11.15541466,22.01633045,-4.831757963,0.083541001,-6.635451028,22.19234704,15.87746309,-8.659193565,9.708022269,,,Silver,,Sports,VIP
3.955783346,9.053377853,8.266142487,-13.6407021,-10.16678095,-1.702884168,15.9002436,,-1.495763826,-0.927668636,,Platinum,,Sports,VIP
,6.894641941,3.026777144,-1.866568034,1.497908713,-11.76505646,-3.15714946,1.944672083,11.0409413,4.041482536,Afternoon,Gold,,,
-1.71975665,3.399431727,-13.47577117,-11.03365852,9.829555273,-8.306690796,-5.449188999,4.010610319,-0.134608178,18.67662272,,Platinum,,,
18.56817352,-6.552822585,-5.035885902,2.071951342,-0.379752355,-11.09525836,,-3.41485481,-12.70588406,2.985752921,,Platinum,Email,Electronics,
-6.538694797,3.30617749,7.16071102,-14.38404241,22.24269183,-7.703574369,2.920047109,10.29686309,-6.287580367,-10.23852421,Morning,Silver,,,New Customer
9.239712964,-4.598726711,-9.062449419,7.075439986,-3.050840717,24.03160487,11.66062872,4.631323801,-10.6067578,24.04787638,Morning,Platinum,Phone,Beauty,
-11.5309517,16.35404942,-2.062764408,10.13325844,-6.476252343,10.70673965,-12.64177233,-8.554167101,11.85878667,2.96120509,Evening,Bronze,SMS,,
2.141521926,-22.18044439,,-1.486105707,-3.927947565,4.983093884,20.89163495,16.04227267,3.704348565,-2.401019356,Morning,,Email,Beauty,VIP
-23.2337815,1.447175699,-6.295420745,-19.4742661,-3.655993785,-7.537288028,-1.291381042,-2.12985763,-4.493637602,21.46749507,,Bronze,SMS,,
1.011509938,-1.338832935,-2.681123827,,-4.020777054,18.90772262,1.816958353,-13.02924253,4.896740754,-5.295802026,Morning,Bronze,,Beauty,Long-Term
6.043086683,15.38669867,9.370645059,6.798020934,-6.224524763,1.069226371,6.596772938,3.802876331,-7.282700055,6.268890237,Morning,Silver,Phone,Home,New Customer
-15.29412277,5.022259879,-6.825760143,-6.987548851,5.822875397,-14.83272366,-16.49789176,-3.84202509,13.04749026,-2.494984763,,,,Electronics,
5.954018624,-1.810628069,14.04047145,-6.892552539,2.291807893,-0.378336855,2.303926461,-4.840947597,-3.273411514,3.295455199,Afternoon,,Email,Home,
6.360028462,,-4.919349193,-3.947422178,7.148079892,-0.687749862,7.379194494,9.85597362,-1.967499295,-9.226408239,Afternoon,Gold,Phone,Clothing,
8.010466046,9.471645143,4.862667605,-5.594631133,-3.086431439,0.061001524,13.29133919,-10.13222269,0.999832833,-10.68081336,Morning,,Phone,Sports,New Customer
,6.183132878,-3.674604474,-0.902442805,7.975994671,-11.9939067,-3.624616565,9.140576518,-7.664697716,-2.406165125,,Platinum,Email,Clothing,VIP
8.562680709,-3.990391772,-12.00151134,4.654211243,,9.132663956,9.235435928,2.7275793,-6.922161548,-8.327229955,Evening,Bronze,,Clothing,New Customer
11.53766742,23.22374642,0.734807673,1.301673645,1.795763687,,-12.63135446,13.95723586,11.4154494,-10.81302484,Evening,Bronze,SMS,,
-5.275657713,5.863207436,6.034776213,-16.23373482,-9.439329914,-7.581180015,-3.191692615,0.4271216,4.110318465,-14.84327292,Afternoon,Bronze,Email,Electronics,New Customer
19.02088832,-0.580541073,-3.023191202,0.499664378,-7.017405082,-2.308134325,8.374734499,5.583875367,-0.237069646,-12.98139422,,Platinum,,Electronics,VIP
6.530443479,4.00826962,1.98197242,-4.011310766,-8.846330077,0.054725383,1.890389667,10.53969351,-11.4762103,-1.569584152,Evening,,,,VIP
2.122923892,,3.468245689,-2.429765152,2.540376975,8.830019174,-8.127469204,-4.563071549,3.352369629,0.638899712,Morning,Gold,,Home,VIP
-0.348263529,10.78874704,-4.111291991,16.51976751,-1.964757015,13.90032352,-6.240056225,-18.84913712,4.6988724,5.101460529,,Gold,,Electronics,Long-Term
,-4.079895515,7.083648302,0.053211312,-9.932571736,3.55237861,16.3016926,-0.292082197,-4.290601424,19.43392531,Morning,Bronze,,Sports,New Customer
-10.1641922,-3.958018537,2.29173526,13.45144837,-9.170979525,9.3194204,-17.82966943,-2.980834674,-12.20169525,10.17337269,,Silver,SMS,Sports,Long-Term
1.959294843,1.044808435,0.98804414,4.109507421,-3.388963389,21.61107697,-22.87845713,-0.699817512,-17.80203026,13.5146416,Morning,Platinum,Email,,Long-Term
-1.243437351,6.783167736,-0.905210319,10.94025377,0.953050232,0.531571533,-3.538416652,-3.825054394,1.500253495,-0.98177764,Evening,Platinum,,Clothing,
17.91599821,-1.059193282,10.94720054,-9.753508223,-3.236291886,-7.96031913,0.764782461,10.8843851,-0.34451246,18.36039843,Morning,Silver,SMS,Beauty,New Customer
,-20.1554081,0.726111824,-11.71249282,1.249136631,-8.445716698,-10.52296535,0.177898387,10.04889386,4.302757811,Afternoon,Bronze,Email,Sports,
7.520978916,-15.433722,0.824213267,-2.99359185,10.76552238,-3.635946443,-5.46086366,0.604300097,8.789816983,2.591066568,Evening,Silver,,Clothing,Long-Term
-4.848270609,5.221456345,,-11.49404078,-12.82734672,-3.505824866,8.689024711,5.328301937,-4.572786869,-2.972298896,Afternoon,,SMS,Beauty,
-9.648208982,-4.005752225,8.578890566,1.326318452,11.27374857,-16.39549739,22.15813143,8.960453819,-1.088236202,9.506830451,,,Phone,Clothing,New Customer
-6.019901755,-12.74315912,3.892107828,-2.045658857,-18.21846507,-13.8694346,1.853399728,5.450677454,15.98022396,-1.425304398,,Platinum,,Home,VIP
-11.29223665,10.53744952,4.704145156,8.241330895,-11.48803302,1.451238365,-1.592023159,-2.11112426,-14.29690437,-3.520528177,,Gold,SMS,Beauty,VIP
4.927627495,9.007341395,-26.1118817,-15.79965819,-11.57355146,8.140827246,7.497205191,-6.35749089,9.209195509,0.584021783,,Gold,,Home,
5.461589293,7.587414104,14.72597891,6.377414393,14.49487952,160.5384376,6.896269753,4.747660014,9.457787979,4.510362663,Afternoon,Platinum,,Electronics,New Customer
-14.93884322,18.5472101,8.329767284,6.332670953,-3.031678551,-6.687481426,19.3846382,-1.128847089,0.10776678,0.448724129,,,Phone,,Long-Term
8.841204527,-0.934525337,3.66382747,-5.33251607,-3.008736245,10.89082486,11.13845348,7.700708119,-3.270504985,4.746458434,,Bronze,SMS,Electronics,Long-Term
-0.476034933,1.134173062,-16.86159533,1.916521503,16.46613632,-2.464748253,-4.688816774,-12.51148837,-25.95605947,8.515807184,,Bronze,Phone,Clothing,
2.333525323,3.774210302,-7.204122361,-10.78001442,,-2.290245161,-4.913658238,-1.09452416,6.695268723,3.109339366,Afternoon,Platinum,Phone,Beauty,VIP
-14.85314984,8.21359029,8.649363915,,-6.879228049,-16.3592222,-3.123150537,-36.4651646,-233.1591257,6.737546424,,Bronze,Phone,Clothing,New Customer
6.775121055,-7.601713524,1.982283344,11.97248207,-19.04920751,-18.89542706,5.668462694,615.5785871,-8.305874699,3.785901821,Evening,,SMS,Home,Long-Term
5.781440018,8.055917857,10.55794622,-6.783032124,5.93983755,-9.911779731,22.60209448,12.97389495,11.58821787,11.75621083,Evening,,,Home,VIP
9.80196537,5.729957722,3.63700748,3.0522741,-25.11771629,7.74599676,10.04147329,-3.354032731,,9.350875937,Afternoon,,SMS,Home,
-11.26201347,4.402512056,257.7284332,12.88668813,34.46914782,-11.02726544,-5.262433551,1.307508569,6.98487805,-17.56162705,,Silver,,,
6.439699328,,-5.751003906,0.932100065,-6.025411525,-7.845300541,4.946460285,-0.648904359,-8.653989907,-0.105134473,,,Email,Clothing,VIP
-4.566243262,-1.357810064,-9.867383252,,-9.060023707,15.32563339,4.464938166,-19.15615597,2.801181799,-2.60735524,Morning,Platinum,,Home,VIP
-15.17018475,3.161886604,4.241799556,-0.470403137,1.055331055,13.6374372,5.308592939,-0.880717896,-1.410315729,-1.322925911,Morning,Platinum,SMS,Electronics,VIP
-14.44915455,-0.011351723,1.197383521,11.36926423,,11.07027254,21.29133248,3.729774256,-1.163539712,-4.667046395,Evening,,SMS,Electronics,
-11.56864248,-8.281976382,18.07922567,3.109213013,5.779361766,10.6408582,-3.343274992,4.78375334,-6.107228888,-5.972343634,Morning,Silver,,Beauty,
-2.422382555,-10.92451752,-9.903528367,10.07845064,23.28396388,,-15.28673393,-12.80221232,8.001708053,-6.032307843,Morning,Platinum,SMS,Clothing,New Customer
7.287474194,-2.273637335,-20.71544122,8.965424555,-4.516908886,,-3.995400937,-8.531688113,11.00056493,-8.133317269,Morning,Silver,,,
-11.18102546,-5.31140083,4.758682224,12.33798267,-4.638901359,15.24874586,5.304582635,15.75773598,3.507227802,-4.688285472,Morning,Silver,,Electronics,
-7.84771606,4.113237346,,-1.946387497,-1.352022057,9.299783545,7.94029584,,3.096633352,-2.29241427,Evening,Silver,Email,,Long-Term
,-7.460708749,8.000412713,15.25737579,-12.83055036,16.75722816,-6.237976009,-8.284242826,-2.030824176,2.525112996,Afternoon,Silver,,,New Customer
-8.834262865,,0.160879105,0.410236011,-10.18378984,-5.090494284,-0.700081361,-8.682806196,4.163594613,-21.08893444,,Silver,,,VIP
-490.4220462,0.876004542,13.9676033,-10.94249704,,-5.011552642,-14.12172708,13.19161487,,8.852768043,Afternoon,Bronze,,Electronics,New Customer
-5.906912579,9.826455249,-6.324519388,3.307785663,-1.925584941,,6.40475195,9.63905889,,-3.473556167,,Bronze,Phone,Clothing,
-260.760442,1.031297453,,-9.831123433,0.363673972,9.30479208,-4.173374775,-3.025328445,2.428122502,-4.672543577,Morning,,,Sports,
-7.595315522,,23.70643628,515.5990646,-5.854107081,,18.86671661,-4.687641459,7.292023069,9.965009933,,Platinum,,Sports,Long-Term
5.103998319,25.69141078,-5.356130818,-13.9393984,5.964635961,-0.947095346,2.548428321,-7.010024937,9.898348904,3.841760652,Afternoon,Platinum,,Sports,New Customer
-5.453246,6.809394716,2.832484021,-8.240347477,-5.402053528,13.8447839,-2.601208485,-16.9635391,1.666197388,2.255683929,,Silver,Phone,,
9.962786323,-9.452633599,16.57680035,-8.815000218,-4.095166627,-11.6014227,-11.95225104,-9.526098431,-12.5671258,-0.074474228,,Platinum,,Sports,New Customer
0.18761881,7.329161458,1.656128191,-18.08037381,,-3.673679107,0.442346082,-0.415183889,24.32098067,-14.67486994,Afternoon,Silver,,Clothing,VIP
-12.75911431,5.117970061,34.53436075,,9.404673547,-12.77037396,-0.328869768,-2.077737299,-3.854388395,-14.73702485,,,Phone,Home,
24.62028781,,-3.870914895,-0.911324299,18.75375268,-2.33491448,-2.350396597,-5.286617346,-8.28718261,-14.45015039,,Silver,,Clothing,Long-Term
-20.12930326,-4.668371466,-4.583639014,-12.61758291,-4.813259103,-7.966728379,-4.744627737,-1.424816599,,0.338494105,Afternoon,Bronze,,Sports,
6.351779258,-9.621365498,-4.706079281,-6.905195685,-2.341226025,8.295916286,6.780412712,3.475659515,16.28059956,-7.290393493,Morning,Gold,Phone,,
17.77929633,16.18619156,-14.2172846,19.73746666,-12.21367151,19.77429955,-15.85757615,8.031683493,1.24980716,12.23545779,Afternoon,Bronze,Email,Home,
-11.32207682,16.71472306,3.631085681,10.90833855,3.112867577,1.000229584,-7.797282412,-8.082438775,5.878418344,9.088670281,,Platinum,Phone,Electronics,New Customer
,-17.46485609,-9.193180624,-2.396921281,398.7551963,-16.69791927,-4.297850497,-5.519841864,-2.818570728,14.86363681,Morning,Silver,,Beauty,New Customer
-2.806510835,-6.00763027,3.191603316,-2.339383845,17.25103253,10.36442551,7.349103693,0.247641809,-0.350020821,-14.09478146,,Bronze,Phone,Home,Long-Term
-3.836332784,3.16906927,-19.34232561,,-11.87912992,15.21518622,-30.63310291,,9.913572953,,,Platinum,,,
7.863465802,-4.780079026,9.237069529,-7.646570663,-3.663544856,3.340949815,-14.23467361,-9.597570049,-5.659037893,12.39242522,Afternoon,Gold,Phone,Clothing,
-20.60213267,-15.43852915,18.49992463,-4.146458144,-3.454143893,-10.63249672,3.587999623,-4.690996942,-12.3373363,-6.058030228,Evening,,SMS,,
-3.323882783,4.779095806,-10.28675975,-10.37834546,-12.98020859,10.0301443,-10.98009443,2.760362789,-14.54660188,20.28565642,Afternoon,Platinum,Phone,Clothing,VIP
-8.162603664,-5.645030316,8.749533218,7.859303378,27.16607344,16.76951818,-5.49568925,14.51138043,-2.990993355,11.14792774,Evening,Gold,Phone,Sports,
13.01332109,-13.26044582,6.478734096,-9.759007309,-8.350523695,12.41203598,6.11604185,9.341697446,1.543250291,12.7542971,Morning,Bronze,Phone,Clothing,VIP
-3.594805021,1.066934638,-11.29282509,7.418758703,3.862987879,2.780097977,-6.107856683,218.1469834,0.681032885,6.960208208,Afternoon,Silver,,,New Customer
-7.218108835,0.0083085,0.413946268,-7.7255886,-10.7118042,7.463709785,-20.63401212,11.19648742,,5.942666911,Evening,Bronze,,Electronics,
-29.75992306,16.6748312,-3.774039113,-3.527077156,,-2.492315496,13.8683778,14.77596846,-4.809929685,22.75078186,Morning,,,Clothing,VIP
-8.025930346,-13.52473372,19.45513921,-2.395392048,3.381765333,4.41091486,-3.461008373,-1.610277637,4.173710432,-3.203334477,Evening,,,Sports,New Customer
5.271483227,2.9258592,-2.591814869,7.51453921,3.848874922,-10.25310958,0.47152161,-1.036837101,-7.825783796,-18.47031687,,Silver,SMS,Home,
-3.104763421,-1.697366798,-7.923061598,4.35193,-15.20636475,16.02958528,7.388567372,10.00491589,,,,,,,
16.24446351,-6.583078755,-10.82131386,,,3.030374887,18.40010274,9.347401989,6.153520787,1.325624559,,Platinum,,Clothing,New Customer
12.92358217,,8.524614987,14.41723976,2.468899281,-5.416830294,5.918794709,-0.396755066,9.880028616,1.159607332,Afternoon,Silver,,Sports,Long-Term
-20.47540031,0.85373894,-25.45379904,2.005412094,10.12608297,18.13568743,-3.504086248,-1.80294971,-3.618635707,-5.364027905,,Gold,Email,Home,Long-Term
12.45675523,0.25802944,-3.156831407,15.57353729,4.734459365,-15.71132454,10.1727063,18.54769913,-7.508852128,17.83479636,,Silver,Email,,
-11.73423998,-1.197748283,3.922900894,23.36467458,10.18751218,2.720676886,2.768966794,,-5.853982302,-11.68346089,,,SMS,Beauty,Long-Term
2.082235214,5.158717791,-10.83513632,19.33407185,-8.119229376,2.323677902,5.326384382,-4.50324717,14.62755551,-2.045972237,Afternoon,,Phone,Beauty,VIP
-4.862485295,6.327144604,-13.09457379,7.534118279,-8.363188794,8.603758423,19.75080601,-3.52864276,9.663976541,-8.512427247,Afternoon,,Phone,Sports,VIP
9.403218694,,-7.787094187,,-5.398937978,-4.296938936,14.90806312,14.51536463,-2.51815769,14.61093317,,Bronze,SMS,Beauty,VIP
18.1160601,14.89837883,1.320547593,-5.382505312,-14.61066974,-6.980942891,20.14020867,1.140168496,7.830292674,3.730908267,Morning,Silver,,,Long-Term
-8.538754518,5.16919571,,-5.417998033,-2.921780265,,,-1.000065244,-7.038039767,-8.073688123,Morning,Bronze,Email,Sports,
7.350114664,2.379011215,-2.069993448,2.249715437,287.7341475,0.291096493,1.694180328,-8.247920671,4.608601691,-6.362905364,Afternoon,Platinum,SMS,,VIP
1.395507076,,5.439156537,-15.29366659,0.965477502,2.473533426,1.537743865,-12.27877933,-2.497889624,5.906517648,,Bronze,SMS,Clothing,New Customer
-6.499623486,8.053914002,12.81904866,-6.545404946,-9.325209798,-9.778372014,2.793359423,-7.740495856,-7.332718318,-13.16577181,,,,Electronics,
,3.458247986,-1.574046567,-15.47459022,6.141813356,-8.675107091,12.35304206,3.558275337,13.27496291,15.57879576,,Silver,,Electronics,Long-Term
9.570007592,0.508337338,-5.910375674,-10.15949904,-11.99710884,20.68119185,4.053515224,-13.51185623,7.400598422,6.167803025,,Bronze,Phone,Beauty,
-8.57434348,-2.289542097,4.60364194,-2.577306712,4.674680115,-16.6999281,-1.963285964,-2.91040095,-4.010189605,9.748021415,Afternoon,Silver,Email,Home,
-7.559462493,15.00286499,3.641119396,8.655763741,-15.99203516,7.554614045,10.49084762,-13.32925639,-15.68105501,-7.00887234,Morning,Silver,,Sports,Long-Term
6.540434242,-16.17843274,-13.08257616,0.353167925,-10.78391569,-17.81496776,-2.575929477,2.67704511,-2.487440318,3.913192657,Evening,,,Sports,New Customer
0.959433874,-12.89229385,1.228658486,-12.71213076,7.823478896,-21.63206654,2.271549639,-12.04819801,-5.459985836,-1.843738491,Morning,Silver,,Sports,
-0.964863949,18.07939006,-3.905268057,3.080320055,-2.140868888,-1.113725846,15.05327593,9.24056449,4.631591673,4.716681714,Evening,Gold,Phone,Beauty,Long-Term
15.23753899,6.960836003,8.927421149,-15.40602587,7.893103864,-7.312852466,-6.794532323,18.21375815,-2.784196303,5.934852012,Afternoon,Platinum,Phone,Home,
-0.155158438,-6.433610703,3.650076504,-4.567105286,-6.522724931,1.20354512,11.55320077,,-4.285123113,,,Bronze,Email,Beauty,
-5.445818751,-7.26866624,10.48799562,18.22875372,4.731316362,10.37109787,13.05253641,7.584407941,-2.942598272,-4.091931488,Morning,Gold,,Electronics,New Customer
10.9364305,-12.03106472,3.124018222,1.23557104,-1.092992303,4.937820033,-8.232461945,-0.412823354,-3.333452967,,,Gold,,Beauty,VIP
-2.119834436,-15.88790266,8.140023124,13.26490588,-1.734326133,10.64142932,4.428324989,-2.181309646,772.4427773,8.087157702,Evening,Bronze,Phone,Beauty,Long-Term
5.816644216,-9.841501832,-4.87018919,-5.761250544,-4.320098284,15.75526823,14.9871231,1.868793868,-5.515109521,-0.435188259,,Platinum,Phone,Beauty,Long-Term
7.557082981,11.99086091,,,5.566941656,-4.208363991,-8.419595698,1.806489125,-9.22300505,-22.57405418,,Gold,,,
-16.18785384,14.52702914,-3.394814593,-20.39015712,8.451274989,-0.249049791,-1.152328886,-10.23926207,-10.44183853,-10.56891361,Afternoon,Platinum,,Sports,New Customer
-10.12086478,-10.50548734,12.08980487,-6.899883533,-9.754799335,-11.9692382,-11.19345576,0.086054261,-7.1317835,,Afternoon,Gold,,Beauty,VIP
-2.352575878,9.888920634,-7.941573173,5.191029488,-11.03437532,34.34859357,14.84449142,2.669906591,,-1.628144738,,,Phone,Beauty,VIP
-2.120903389,14.51614935,-6.10107082,10.66423464,,4.234800547,-187.6054196,5.218570985,-9.483684736,15.19069783,,Platinum,Email,Clothing,
-8.784273525,-9.285045386,7.885075893,5.976990737,2.819063131,4.879537888,-539.7494461,-1.039831992,3.598482547,-27.37213426,Evening,Platinum,,Sports,VIP
-2.824578597,-0.247292017,-4.105116307,1.926877165,5.528441938,14.33807299,-4.011226647,-1.840653061,-1.533479379,0.792868669,Afternoon,,Phone,Home,New Customer
13.36288103,-3.002448411,-11.71415223,-10.61380374,,,-1.950996701,-9.819753509,,7.260470005,Afternoon,Silver,SMS,Sports,Long-Term
,-17.17161646,-6.367003457,-16.7407219,418.9220571,-3.076776047,-4.106422697,0.985844016,-1.865050501,-3.939505056,,Silver,Email,Sports,Long-Term
-2.562839101,-5.399311648,0.661464395,4.996176876,-4.948192235,-0.467541637,-20.9426294,10.4277937,28.19224095,19.75337562,,Gold,Email,Clothing,Long-Term
1.168702006,-8.994487594,-18.8734128,-9.415113474,4.395265706,4.383317182,-0.711068167,-3.984193009,3.876271194,-11.01854073,Evening,Platinum,Email,Beauty,
-2.684983179,7.574281225,-0.512733596,-3.538979862,,4.334228107,-13.22466281,,-3.488018215,-14.36196632,,Gold,SMS,Sports,VIP
,-1.49652848,22.76225256,,-6.271478219,7.207367331,3.024565715,19.34561356,,1.928142126,,Platinum,Phone,Beauty,New Customer
1.229098605,-3.458779563,-7.857495721,9.526616546,-2.540237393,15.70712655,-16.55919214,-13.36206811,6.508983262,-4.93200286,,Bronze,,Sports,
11.24698903,0.616491304,3.92509389,11.77925056,-12.98515959,-1.198915871,-12.32479687,-0.939538036,-10.05974101,15.12284564,,Silver,,Clothing,
-2.752470553,4.580154781,-0.842679041,21.10590167,1.851606522,-20.97840927,0.025925526,0.659409622,-7.380636668,-9.903012509,Evening,,SMS,Home,Long-Term
-6.655049035,4.298035016,9.573286967,-0.918794633,-12.30885123,3.28691298,2.147040151,3.947408081,5.121881248,10.53861772,,,Phone,,Long-Term
-4.018647579,-16.70158444,19.79946261,-11.14918915,17.24710327,2.498325538,-17.59499509,-26.92618813,-11.89221919,2.691142008,Morning,Bronze,,Beauty,VIP
4.107470187,5.587686332,-10.28426674,-2.945591109,1.498177475,,7.343022446,18.68447192,-4.637868421,,,Bronze,,Home,
13.58725959,-6.765315347,6.526691498,,-9.54346753,-14.01924233,-0.55561615,-11.00384692,-5.473052939,8.364632178,Evening,Gold,SMS,Clothing,
-2.538994988,-14.71947696,-3.906853118,-6.788657336,,2.532819644,2.663056165,-6.383292304,9.409797103,1.993141261,,,,Beauty,
8.764754031,-1.332432988,7.659846558,-25.15029938,12.10483801,4.894071994,2.04862395,390.1536701,876.9996429,12.52065673,,Gold,,Clothing,VIP
-10.95279337,-7.950391591,-12.63559778,-3.366920969,-2.104054252,-12.62089745,-10.09040046,20.00554602,-9.981699584,-7.799000837,,Silver,,,
-16.85780262,-1.095438866,-12.83967805,-17.52053724,13.03059182,-1.06760641,13.86089947,-11.51163467,-18.612973,11.67914826,,Bronze,,Sports,New Customer
3.541935559,-2.245071796,10.81011257,-12.63448133,19.35996524,-12.87622387,5.095737238,3.864051424,5.721163894,2.028175874,Evening,Silver,,Clothing,New Customer
-11.15857914,1.370479137,-12.74548264,2.805097057,4.90514844,-7.945054606,17.94731292,11.89711439,23.48632817,487.8749388,Afternoon,Gold,Email,Beauty,
9.404065376,-2.790605191,-9.532368033,-18.74023352,0.086477341,-3.666200418,-12.18368718,-1.015135317,-21.58304366,-2.330154642,,Platinum,Phone,Beauty,
-10.41595002,-0.875353948,23.2667358,0.40906217,6.350221265,-15.54354783,16.54945107,8.551342722,3.253733749,15.87589049,Evening,Bronze,SMS,Home,
8.743175949,-14.25517878,-1.0877028,-14.64087919,-16.08937461,5.788295135,-11.52768741,5.537947342,11.48693856,0.005712253,Morning,Silver,,Home,
,-23.65132733,-0.281238682,2.998218237,3.037248158,12.60726127,-6.695163172,-8.305933884,-9.820650807,-3.000936939,,,,Clothing,VIP
20.02643114,-5.294585513,-11.47263869,2.561987693,-7.780553387,-30.80591912,-7.50284462,,-16.58303828,5.420226059,Afternoon,Gold,Email,Electronics,VIP
9.394838514,11.46124842,-2.532275411,-12.36281758,3.956957488,,17.06732353,3.182765407,-13.24766865,-17.02100702,,Bronze,,,Long-Term
7.913335395,-6.523061778,-5.694341276,-4.304046258,12.68082503,4.750792181,-9.4256566,2.279576397,-0.95880469,-2.951827877,Evening,Platinum,,Home,
39.55154089,-10.81663746,-4.000599551,10.42987187,-7.888443941,6.987965856,-7.804101921,-10.06446438,-8.205768897,15.87675462,,Platinum,,Sports,New Customer
,13.97322239,9.998684799,8.3814689,8.480523584,,-3.544387001,-9.441153561,-1.237398486,2.644806279,Afternoon,Bronze,SMS,Beauty,
-12.14361651,5.007684272,-8.055784374,-2.648441082,-6.755951245,4.934497443,2.997976358,-7.725490338,4.839495609,-3.688078021,,Gold,Email,Home,VIP
8.665485336,6.292833005,8.475688781,-1.384216468,8.008225337,-12.96142574,3.453823343,5.220961254,-9.334674164,13.19215509,,,,Beauty,New Customer
11.51945452,-10.56922678,16.86358823,-18.08118684,4.87704928,9.166282551,4.134402952,7.988444004,-16.570593,18.0667427,,Bronze,,Home,Long-Term
-13.01395844,5.927184702,-19.95307519,-17.36474014,5.622134365,-14.57846004,,2.203500276,0.472273676,2.308267601,,,,Home,
-15.96011321,8.071622052,,-11.9183548,8.961974569,16.89825873,8.342954148,21.30902371,-11.37839061,,,,Phone,Electronics,VIP
